Subject,Session,Trial,Prime [Trial],PrimeResponse.RESP[Trial],PrimeResponse.RT[Trial],Target[Trial],TargetDefinition.RESP[Trial],TargetDefinition.RT[Trial],TargetQuestion.RESP[Trial],TargetQuestion.RT[Trial],TargetResponse.RESP[Trial],TargetResponse.RT[Trial],PrimeFirstResponseAccuracy,TargetFirstResponseAccuracy,PrimeCondition,RTrecognisePrime,RTrecogniseTarget
13,1,75,N a z i s,nazi{SPACE},1844,N u r e m b e r g,idk{SPACE},4723,2,1592,nuerenberg{SPACE},2834,1,0,B,4765,4465
13,1,50,o p a q u e ,opague{SPACE},2566,o b s c u r e,secret{SPACE},5430,1,1324,obsercure{SPACE},2556,0,0,B,4818,3494
13,1,65,o m n i s c i e n t ,omiscient{SPACE},2802,o m n i p o t e n t ,omnicient{SPACE},8281,3,3430,idk{SPACE},1278,1,0,B,4848,4160
13,1,33,o b v i o u s,obvious{SPACE},2582,o s t e n t a t i o u s ,{SPACE},2838,2,1932,obstinatious{SPACE},4028,1,0,B,3870,7237
13,1,69,O s a m a,osama{SPACE},3253,O s w a l d ,idk{SPACE},3465,2,1188,oswald{SPACE},1619,1,0,B,4151,4748
13,1,27,a b d o m e n,abdomen{SPACE},2587,O t t a w a ,quebec{SPACE},4987,1,1269,ottwa{SPACE},2192,1,0,U,9288,6276
13,1,30,a b o r t i o n ,abortion{SPACE},4202,p a n a c e a,idk{SPACE},4692,2,2106,panacea{SPACE},2217,1,0,U,4139,7834
13,1,47,a b s o l v e,absolve{SPACE},2246,p a r a g o n,idk{SPACE},5398,2,1101,paragon{SPACE},1570,1,0,U,5767,4681
13,1,15,a d v e r b ,adverb{SPACE},2712,p o l y g a m y ,manogomy{SPACE},8930,1,1571,polygamy{SPACE},9979,1,0,U,2623,6355
13,1,42,a l c h e m y,alchemy{SPACE},3597,p r e c o c i o u s ,{SPACE},4225,1,1787,maturity{SPACE},5545,1,0,U,4494,3440
13,1,68,a n a e r o b i c,anarobic{SPACE},4532,p r o p h e c y ,idl{SPACE},1728,2,1365,prophecy{SPACE},4945,1,0,U,5215,3131
13,1,54,c o m p a t i b l e ,compatible{SPACE},2763,S e o u l,idl{SPACE},2995,2,3042,seoul{SPACE},1943,1,0,U,4290,4954
13,1,43,C r u i s e ,cruise{SPACE},3346,S h a w ,idk{SPACE},2642,2,1423,shaw{SPACE},2465,1,0,U,3433,4464
13,1,6,c o n t r a c t ,contract{SPACE},6062,S i c i l y ,idk{SPACE},6681,2,2938,sicily{SPACE},3021,1,0,U,4160,4759
13,1,7,D e v i l,devil{SPACE},2333,S k y w a l k e r,devil{SPACE},3751,2,1781,skywalker{SPACE},4561,1,0,U,3194,4230
13,1,56,d e f e c t ,defect{SPACE},1840,s u r r o g a t e,serrogate{SPACE},6672,1,1217,surrogate{SPACE},2935,1,1,U,3914,4170
13,1,60,d e l e t e ,delet{SPACE},1616,T h o r e a u,idk{SPACE},3738,2,1145,thourea{SPACE},2867,0,0,U,3181,4149
13,1,76,m e n t i o n,mention{SPACE},2066,t i c,idk{SPACE},3880,2,1201,tic{SPACE},955,1,0,U,3383,5206
13,1,46,T y l e r,tyler{SPACE},1460,t s u n a m i,idk{SPACE},4484,2,1028,tsumani{SPACE},4869,1,0,U,3302,4453
13,1,2,p e r j u r y,pergury{SPACE},5291,T u r i n g ,idk{SPACE},7879,2,4501,turing{SPACE},3078,1,0,U,3742,8847
13,1,28,v e r b o s e,verbose{SPACE},2194,W a t s o n ,idk{SPACE},3682,2,1540,watson{SPACE},2327,1,0,U,5430,2806
13,1,34,G a n d h i ,gandhi{SPACE},2564,W a y n e,idk{SPACE},5653,2,1314,wayne{SPACE},1814,1,0,U,5731,2588
13,1,5,s p a r s e ,sparse{SPACE},3316,Y e l l o w s t o n e,idk{SPACE},6644,2,3670,yellowstone{SPACE},7979,1,0,U,7928,4358
14,1,74,r e s i g n ,resign{SPACE},2385,a b d i c a t e ,abdicate{SPACE},3914,1,610,abdicate{SPACE},2482,1,1,R,2720,2368
14,1,36,n a t i v e ,native{SPACE},1902,a b o r i g i n e,aborigines{SPACE},7391,1,910,aborigine{SPACE},3213,1,1,R,2814,3179
14,1,49,r e f u s e ,refuse{SPACE},1225,a b s t a i n,,0,2,1396,{SPACE},764,1,0,R,2922,768
14,1,70,c o n d o n e,condone{SPACE},4355,a d v o c a t e ,,0,3,1626,advocate{SPACE},2500,1,0,R,3166,1821
14,1,47,B r o n t e ,bronte{SPACE},1607,A l c o t t ,{SPACE},3436,2,423,alcott{SPACE},1492,1,0,R,3648,2285
14,1,63,m i s p l a c e ,misplace{SPACE},1809,a n a c h r o n i s m,{SPACE},8240,2,462,anachronism{SPACE},2622,1,0,R,3300,5823
14,1,54,p u z z l e ,puzzle{SPACE},1979,a n a g r a m,,0,2,1129,anagram{SPACE},1982,1,0,R,2477,3128
14,1,3,H i m a l a y a s,{SHIFT}Himalayas{SPACE},3508,A n d e s,{SHIFT}Andes{SPACE},6298,1,1901,{SHIFT}Andes{SPACE},2000,1,1,R,3431,2753
14,1,37,C i n d e r e l l a ,cinderella{SPACE},3153,A u r o r a ,aurora{SPACE},6036,1,704,aurora{SPACE},1429,1,1,R,3360,1392
14,1,4,V i e t n a m,{SHIFT}vietnam{SPACE},3110,B a n g k o k,,0,4,5775,{SHIFT}Bangkok{SPACE},2531,1,0,R,3383,2617
14,1,35,t a r i f f ,tariff{SPACE},1552,b a r t e r ,barter{SPACE},8173,2,3883,barter{SPACE},1535,1,1,R,2610,2669
14,1,28,M e s s i,messi{SPACE},1400,B e c k h a m,beckham{SPACE},9236,2,1062,beckham{SPACE},2047,1,1,R,4163,2095
14,1,60,e q u a t i o n ,equation{SPACE},1800,b i n o m i a l ,equation,8926,1,1822,binomial{SPACE},2271,1,0,R,2844,4460
14,1,40,s k e l e t o n ,skeleton{SPACE},2614,c a r c a s s,corpse{SPACE},6881,1,1194,carcass{SPACE},2301,1,0,R,2134,3196
14,1,73,R o w l i n g,rowling{SPACE},1491,C a r r o l l,carroll{SPACE},6501,1,1323,carroll{SPACE},1650,1,1,R,3614,2084
14,1,12,g e c k o,gecko{SPACE},2438,c h a m e l e o n,chameleon{SPACE},9179,1,561,chameleon{SPACE},5661,1,1,R,2703,845
14,1,5,T h a t c h e r ,{SHIFT}Thatcher{SPACE},3825,C h u r c h i l l,,0,2,1843,{SHIFT}Churchill{SPACE},5291,1,0,R,5901,2821
14,1,10,S a w y e r ,sawyer{SPACE},2428,C l e m e n s,{SPACE},5891,2,1526,{SHIFT}clemens{SPACE},2359,1,0,R,3730,2842
14,1,46,C o n g r e s s ,congress{SPACE},1622,c o n g r u e n t,,0,2,1009,congruent{SPACE},2245,1,0,P,3638,2121
14,1,27,C o b a i n ,cobain{SPACE},2032,C o n n e r y,{SPACE},5161,2,1021,{SPACE},4292,1,0,P,2832,755
14,1,48,c o n v e n i e n t ,convenient{SPACE},2344,c o v e n a n t ,{SPACE},4287,2,905,covenant{SPACE},2501,1,0,P,3887,3920
14,1,65,d a w n ,dawn{SPACE},1841,D a n t e,{SPACE},4301,2,915,dante{SPACE},961,1,0,P,2845,1588
14,1,42,d i f f i c u l t,difficult{SPACE},1982,d e f a u l t,default{SPACE},7050,1,1066,default{SPACE},1978,1,1,P,2352,2277
14,1,24,d e p t h,depth{SPACE},1240,d e p l e t e,,0,3,1363,deplete{SPACE},1283,1,0,P,1874,2650
14,1,75,d i g e s t ,digest{SPACE},2467,d i v e r g e,diverge{SPACE},7784,1,474,diverge{SPACE},2291,1,1,P,2085,1565
14,1,30,e c s t a t i c ,ecstatic{SPACE},2623,e c c e n t r i c,,6067,4,2483,eccentric{SPACE},1775,1,0,P,3180,2364
14,1,9,e x e r c i s e ,exercise{SPACE},2455,e x o r c i s m ,exorcism{SPACE},8989,1,685,exorcism{SPACE},2389,1,1,P,3439,3490
14,1,76,F a h r e n h e i t ,fahrenheit{SPACE},4232,F a r a d a y,{SPACE},7233,2,1117,faraday{SPACE},2693,1,0,P,4458,3410
14,1,64,f o l d i n g,folding{SPACE},1388,f o l i a g e,foliage{SPACE},4766,1,753,foliage{SPACE},2003,1,1,P,3274,819
14,1,15,g a r n i s h,garnish{SPACE},2344,G a r l a n d,,0,4,1450,garland{SPACE},2001,1,0,P,2875,2733
14,1,51,g o b l i n ,goblin{SPACE},1671,g o s l i n g,{SPACE},3856,2,553,gosling{SPACE},1204,1,0,P,3937,2133
14,1,59,h a n d l e ,handle{SPACE},1724,H a n c o c k,jackson{SPACE},9696,1,1135,hancock{SPACE},2150,1,0,P,2877,3135
14,1,68,h a n d k e r c h i e f ,hankerchief{SPACE},8442,H e l s i n k i ,,0,2,2320,helsinki{SPACE},2485,1,0,P,2659,1733
14,1,18,h o l l y,holy{SPACE},894,h o i s t,,0,4,5655,hoist{SPACE},1736,1,0,P,2793,3973
14,1,13,h y m n ,hymn{SPACE},1911,H u s s e i n,hussein{SPACE},6772,1,1254,hussein{SPACE},4127,1,1,P,2839,770
14,1,14,i d i o t,idiot{SPACE},2260,i d i o s y n c r a s y ,,0,3,4626,idiosyncracy{SPACE},5442,1,0,P,2835,2799
14,1,31,i n t e r f e r e,interfere{SPACE},1427,i n t e r j e c t,,0,2,1479,interject{SPACE},1972,1,0,B,3219,4133
14,1,8,J a c k s o n,{SHIFT}Jackson{SPACE},1946,J a g g e r ,{SHIFT}Jagger{SPACE},7252,1,812,{SHIFT}Jagger{SPACE},1172,1,1,B,2308,2323
14,1,52,l i t i g a t e ,litigate{SPACE},2504,l i b e l,,0,2,1617,libel{SPACE},1626,1,0,B,4136,4883
14,1,26,l a c o n i c,laconic{SPACE},1586,l o q u a c i o u s ,talkative{SPACE},8781,1,821,loquacious{SPACE},3429,1,0,B,3180,4765
14,1,44,M e n d e l ,mendel{SPACE},1457,M a n d e l a,mandela{SPACE},5809,1,935,mandela{SPACE},1648,1,1,B,3486,1816
14,1,67,m i n i m u m,minimum{SPACE},2124,m e a g e r ,,0,3,2631,meager{SPACE},1389,1,0,B,4407,2982
14,1,25,M c C a r t n e y,mccartney{SPACE},3366,M e r c u r y,mercury{SPACE},6545,1,440,mercury{SPACE},1224,1,1,B,3467,2226
14,1,66,M e l v i l l e ,melville{SPACE},1872,M i l l e r ,,0,2,542,miller{SPACE},965,1,0,B,4226,3704
14,1,17,m a s h ,mash{SPACE},1063,m i n c e,mince{SPACE},5427,1,1033,mince{SPACE},1651,1,1,B,3468,771
14,1,45,m o n o g a m y ,monogamy{SPACE},1683,m o n o t o n y ,{SPACE},7929,2,1236,monotony{SPACE},1699,1,0,B,3368,2098
14,1,21,M a d o n n a,madonna{SPACE},2540,M o n r o e ,monroe{SPACE},4940,1,776,monroe{SPACE},1214,1,1,B,2141,2347
14,1,53,N i l e ,nile{SPACE},1291,N a i r o b i,{SPACE},7705,2,455,nairobi{SPACE},2051,1,0,B,3295,1884
14,1,50,n e u t r a l i z e ,neutralize{SPACE},2657,n u l l i f y,annul,4910,1,2147,nullify{SPACE},1781,1,0,B,5315,4149
14,1,16,N a z i s,nazis{SPACE},1813,N u r e m b e r g,,0,2,1335,nuremburg{SPACE},3824,1,0,B,3371,3295
14,1,61,o p a q u e ,opaque{SPACE},2036,o b s c u r e,{SPACE},9694,4,929,obscure{SPACE},1961,1,0,B,2637,2449
14,1,55,o m n i s c i e n t ,omniscient{SPACE},2998,o m n i p o t e n t ,,0,4,1433,omnipotent{SPACE},3201,1,0,B,4405,2418
14,1,2,o b v i o u s,obvious{SPACE},4511,o s t e n t a t i o u s ,ostent,9326,4,7855,ostentatious{SPACE},6263,1,0,B,3171,2836
14,1,34,O s a m a,osama{SPACE},1341,O s w a l d ,wayne{SPACE},7744,2,1079,oswald{SPACE},1795,1,0,B,3461,3828
14,1,29,a n a c o n d a ,anaconda{SPACE},2317,O t t a w a ,ontario{SPACE},7941,2,4497,ottawa{SPACE},2743,1,0,U,3127,4301
14,1,41,a n d r o i d,android{SPACE},1751,p a n a c e a,,0,3,1296,panacea{SPACE},1799,1,0,U,4337,3702
14,1,22,A u s t r a l i a,australia{SPACE},2245,p a r a g o n,,0,3,3044,paragon{SPACE},1696,1,0,U,1907,4923
14,1,56,b a n i s t e r ,banister{SPACE},2672,p o l y g a m y ,polygamy{SPACE},6219,2,627,polygamy{SPACE},2217,1,1,U,3436,1792
14,1,19,b a r t e n d e r,bartender{SPACE},2754,p r e c o c i o u s ,precocious,8581,1,2490,precocious{SPACE},2992,1,1,U,2111,3983
14,1,43,B e c k e t t,beckett{SPACE},1503,p r o p h e c y ,,0,4,1633,prophecy{SPACE},2020,1,0,U,3710,2719
14,1,57,d i f f e r ,differ{SPACE},1382,S e o u l,seoul{SPACE},3587,1,1016,seoul{SPACE},1574,1,1,U,3781,1606
14,1,11,e r r a t i c,erratic{SPACE},2141,S h a w ,{SPACE},2580,2,2129,shaw{SPACE},771,1,0,U,3315,2687
14,1,23,e x i l e,exile{SPACE},1414,S i c i l y ,{SPACE},5561,2,510,sicily{SPACE},3004,1,0,U,1641,3462
14,1,69,F e y n m a n,feynman{SPACE},1981,S k y w a l k e r,skywalker{SPACE},4098,1,403,skywalker{SPACE},1641,1,1,U,6469,1660
14,1,38,f o r e s t ,forest{SPACE},1678,s u r r o g a t e,surrogate{SPACE},4565,1,1104,surrogate{SPACE},1964,1,1,U,2701,2361
14,1,62,G a r n e r ,garner{SPACE},1489,T h o r e a u,{SPACE},3567,2,665,thoreau{SPACE},2393,1,0,U,3665,2208
14,1,71,B o w i e,bowie{SPACE},1189,t i c,,0,3,1329,tic{SPACE},1011,1,0,U,2632,2367
14,1,33,S h a k e s p e a r e,shakespeare{SPACE},2847,t s u n a m i,tsunami{SPACE},6729,1,679,tsunami{SPACE},2497,1,1,U,2130,3415
14,1,72,g r a t e,grate{SPACE},2115,T u r i n g ,{SPACE},5364,2,429,turing{SPACE},1425,1,0,U,2951,3946
14,1,32,i n v a r i a b l e ,invariable{SPACE},4454,W a t s o n ,{SPACE},3497,2,1310,{SHIFT}watson{SPACE},1975,1,0,U,3836,2930
14,1,6,H o u s t o n,{SHIFT}Houston{SPACE},1541,W a y n e,,0,2,1301,{SHIFT}Wayne{SPACE},1590,1,0,U,2852,2352
14,1,7,M a d a g a s c a r ,{SHIFT}Madagascar{SPACE},3478,Y e l l o w s t o n e,{SHIFT}Yellowstone{SPACE},6304,1,1908,{SHIFT}Yellowstone{SPACE},1858,1,1,U,3787,2101
15,1,70,r e s i g n ,resign{SPACE},1081,a b d i c a t e ,overthrow{SPACE},6986,3,478,abdicate{SPACE},2325,1,0,R,1994,4134
15,1,12,n a t i v e ,native{SPACE},1176,a b o r i g i n e,,9956,3,1655,aborigine{SPACE},1918,1,0,R,2290,5160
15,1,69,r e f u s e ,refuse{SPACE},1914,a b s t a i n,refute{SPACE},7591,3,704,abstain{SPACE},1676,1,0,R,2109,2660
15,1,65,c o n d o n e,condone{SPACE},2075,a d v o c a t e ,appreciate{SPACE},9169,2,1271,advocate{SPACE},2213,1,0,R,2211,1705
15,1,34,B r o n t e ,bronte{SPACE},1749,A l c o t t ,{SPACE},1657,2,753,alcott{SPACE},1106,1,0,R,3136,2917
15,1,16,m i s p l a c e ,misplace{SPACE},1855,a n a c h r o n i s m,time{SPACE},8989,3,5338,anachronism{SPACE},3297,1,0,R,2314,8874
15,1,76,p u z z l e ,puzzle{SPACE},1375,a n a g r a m,{SPACE},5827,3,1704,anagram{SPACE},1235,1,0,R,1832,2835
15,1,19,H i m a l a y a s,himalayas{SPACE},2590,A n d e s,{SPACE},9006,4,1338,andes{SPACE},1381,1,0,R,4411,974
15,1,13,C i n d e r e l l a ,cinderella{SPACE},1941,A u r o r a ,{SPACE},9312,3,576,aurora{SPACE},1383,1,0,R,1921,2939
15,1,8,V i e t n a m,vietnam{SPACE},1466,B a n g k o k,{SPACE},4043,3,5692,bangkok{SPACE},3124,1,0,R,3657,3402
15,1,17,t a r i f f ,tariff{SPACE},1831,b a r t e r ,trades{SPACE},4936,1,1812,bargain{SPACE},1605,1,0,R,3138,1473
15,1,10,M e s s i,messi{SPACE},1660,B e c k h a m,{SPACE},5940,2,645,beckham{SPACE},1530,1,0,R,3210,1793
15,1,7,e q u a t i o n ,equation{SPACE},1401,b i n o m i a l ,equation{SPACE},6173,1,851,binomial{SPACE},4293,1,0,R,2108,2437
15,1,43,s k e l e t o n ,skeleton{SPACE},1487,c a r c a s s,carcass{SPACE},5742,1,903,carcass{SPACE},1397,1,1,R,1581,973
15,1,32,R o w l i n g,rowling{SPACE},1319,C a r r o l l,{SPACE},2237,2,1164,carroll{SPACE},1387,1,0,R,1791,2110
15,1,35,g e c k o,gecko{SPACE},1530,c h a m e l e o n,chameleon{SPACE},6679,1,584,cameleon{SPACE},2961,1,1,R,2293,1784
15,1,30,T h a t c h e r ,thatcher{SPACE},2027,C h u r c h i l l,{SPACE},3443,2,1326,churchill{SPACE},2011,1,0,R,3209,1710
15,1,6,S a w y e r ,sawyer{SPACE},2465,C l e m e n s,{SPACE},3093,2,1824,clemens{SPACE},1717,1,0,R,2631,2853
15,1,28,C o n g r e s s ,congress{SPACE},1299,c o n g r u e n t,resemblance,9963,1,2382,congruent{SPACE},3236,1,0,P,1803,1070
15,1,15,C o b a i n ,cobain{SPACE},1710,C o n n e r y,{SPACE},6964,2,904,connery{SPACE},1311,1,0,P,3661,2248
15,1,66,c o n v e n i e n t ,conventient{SPACE},2389,c o v e n a n t ,blessing{SPACE},5053,1,292,convent{SPACE},2698,1,0,P,2487,2109
15,1,38,d a w n ,dawn{SPACE},1057,D a n t e,{SPACE},1619,2,1068,dante{SPACE},1067,1,0,P,1600,1911
15,1,25,d i f f i c u l t,diffi{SPACE},1870,d e f a u l t,{SPACE},8253,4,1338,default{SPACE},2279,0,0,P,3145,1590
15,1,71,d e p t h,depth{SPACE},941,d e p l e t e,{SPACE},6388,4,305,deplete{SPACE},3006,1,0,P,1097,1597
15,1,4,d i g e s t ,digest{SPACE},2266,d i v e r g e,diverge{SPACE},8681,1,4179,diverge{SPACE},1696,1,1,P,1966,1066
15,1,3,e c s t a t i c ,ecstatic{SPACE},2765,e c c e n t r i c,,7589,3,4472,eccentric{SPACE},1775,1,0,P,4242,4262
15,1,46,e x e r c i s e ,exercise{SPACE},1601,e x o r c i s m ,witchery{SPACE},7420,3,1277,exercism{SPACE},2118,1,0,P,2401,1806
15,1,29,F a h r e n h e i t ,farenheit{SPACE},3761,F a r a d a y,a,9998,1,1601,faraday{SPACE},1482,1,0,P,2698,1143
15,1,68,f o l d i n g,folding{SPACE},1250,f o l i a g e,branch{SPACE},7419,3,796,foilage{SPACE},2069,1,0,P,1968,1954
15,1,44,g a r n i s h,garnish{SPACE},1315,G a r l a n d,{SPACE},4410,4,1308,garland{SPACE},1375,1,0,P,2617,1949
15,1,56,g o b l i n ,goblin{SPACE},1088,g o s l i n g,duckling{SPACE},4416,3,1010,gosling{SPACE},4338,1,0,P,2631,1218
15,1,22,h a n d l e ,handle{SPACE},5511,H a n c o c k,hancock{SPACE},8506,1,1261,hancock{SPACE},2325,1,1,P,1574,1490
15,1,31,h a n d k e r c h i e f ,handkerchief{SPACE},4200,H e l s i n k i ,{SPACE},2066,2,1400,{SHIFT}Helsinki{SPACE},3136,1,0,P,3105,4329
15,1,51,h o l l y,holly{SPACE},1191,h o i s t,hold{SPACE},7570,3,861,hoist{SPACE},2625,1,0,P,1640,1600
15,1,14,h y m n ,hymn{SPACE},3324,H u s s e i n,{SPACE},5693,2,984,hussein{SPACE},1873,1,0,P,2111,4331
15,1,33,i d i o t,idiot{SPACE},2208,i d i o s y n c r a s y ,characteristic{SPACE},6208,1,454,characteristic{SPACE},3212,1,0,P,1334,847
15,1,48,i n t e r f e r e,interfere{SPACE},1746,i n t e r j e c t,interuption{ENTER},9862,1,1161,interjection{SPACE},2322,1,0,B,4331,1202
15,1,37,J a c k s o n,jackson{SPACE},1217,J a g g e r ,{SPACE},7420,2,813,jagger{SPACE},1921,1,0,B,1368,1667
15,1,26,l i t i g a t e ,litigate{SPACE},2408,l i b e l,forge{SPACE},5406,2,1797,libel{SPACE},1235,1,0,B,3139,1203
15,1,45,l a c o n i c,laconic{SPACE},1703,l o q u a c i o u s ,talkative{SPACE},8221,3,1964,loquacious{SPACE},2523,1,0,B,3104,5676
15,1,41,M e n d e l ,mendel{SPACE},1051,M a n d e l a,{SPACE},5101,3,2018,mandela{SPACE},1472,1,0,B,1611,2066
15,1,18,m i n i m u m,minimum{SPACE},2162,m e a g e r ,{SPACE},6565,4,826,meager{SPACE},1355,1,0,B,4664,3209
15,1,59,M c C a r t n e y,mccarthy{SPACE},1936,M e r c u r y,{SPACE},3132,4,597,mercury{SPACE},1340,0,0,B,2148,1430
15,1,23,M e l v i l l e ,melville{SPACE},5922,M i l l e r ,{SPACE},5250,2,577,miller{SPACE},1717,1,0,B,2839,2238
15,1,53,m a s h ,mash{SPACE},869,m i n c e,slice{SPACE},5646,1,779,mince{SPACE},849,1,0,B,1071,1666
15,1,5,m o n o g a m y ,monogamy{SPACE},2520,m o n o t o n y ,similar,7899,4,5983,monotony{SPACE},3235,1,0,B,4322,4681
15,1,55,M a d o n n a,madona{SPACE},1666,M o n r o e ,{SPACE},3945,2,1343,monroe{SPACE},1363,1,0,B,2616,2650
15,1,63,N i l e ,nine{SPACE},1022,N a i r o b i,{SPACE},3153,3,1128,nairobi{SPACE},1547,1,0,B,1747,1363
15,1,54,n e u t r a l i z e ,neutralize{SPACE},2148,n u l l i f y,{SPACE},5895,4,857,nullify{SPACE},1980,1,0,B,5281,1645
15,1,2,N a z i s,nazis{SPACE},3180,N u r e m b e r g,,0,2,2405,nurenberg{SPACE},6093,1,0,B,2743,3661
15,1,75,o p a q u e ,opaque{SPACE},4938,o b s c u r e,discrete{SPACE},6038,3,1058,obscure{SPACE},1675,1,0,B,2377,1594
15,1,57,o m n i s c i e n t ,omniscent{SPACE},2737,o m n i p o t e n t ,legendary{SPACE},9610,3,1181,omnipotent{SPACE},2616,1,0,B,4880,2224
15,1,64,o b v i o u s,obvious{SPACE},1715,o s t e n t a t i o u s ,,0,3,1132,ostentacious{SPACE},3293,1,0,B,1053,2095
15,1,60,O s a m a,obama{SPACE},1051,O s w a l d ,{SPACE},4573,4,184,oswald{SPACE},2091,1,0,B,1062,1577
15,1,62,a b d o m e n,abdomen{SPACE},1754,O t t a w a ,montreal{SPACE},5870,3,1601,owatta{SPACE},3509,0,0,U,1595,2753
15,1,73,a b o r t i o n ,abortion{SPACE},1558,p a n a c e a,potion{SPACE},8306,3,717,panacea{SPACE},2133,1,0,U,3703,5676
15,1,47,a b s o l v e,absolve{SPACE},1678,p a r a g o n,ideal{SPACE},7284,3,1291,paragon{SPACE},1322,1,0,U,2829,1609
15,1,42,a d v e r b ,adverb{SPACE},1755,p o l y g a m y ,{SPACE},9278,4,1072,polygamy{SPACE},2014,1,0,U,2243,1065
15,1,72,a l c h e m y,alchemy{SPACE},2388,p r e c o c i o u s ,{SPACE},7773,3,783,precocious{SPACE},1867,1,0,U,3403,5939
15,1,27,a n a e r o b i c,anaerobic{SPACE},2716,p r o p h e c y ,hymn{SPACE},7974,3,1584,prophecy{SPACE},2113,1,0,U,3276,2816
15,1,21,c o m p a t i b l e ,compatible{SPACE},5452,S e o u l,{SPACE},8624,2,1022,seoul{SPACE},1304,1,0,U,1829,1309
15,1,50,C r u i s e ,cruise{SPACE},1711,S h a w ,{SPACE},3796,2,945,shaw{SPACE},906,1,0,U,1564,1395
15,1,9,c o n t r a c t ,contract{SPACE},2021,S i c i l y ,syracus,9406,3,1217,sicily{SPACE},1600,1,0,U,2670,2066
15,1,52,D e v i l,devil{SPACE},1803,S k y w a l k e r,skywalker{SPACE},6028,3,2824,skywalker{SPACE},2101,1,1,U,1111,1704
15,1,11,d e f e c t ,defect{SPACE},1821,s u r r o g a t e,{SPACE},8157,2,991,surogette{SPACE},2606,1,0,U,2380,2347
15,1,36,d e l e t e ,delete{SPACE},1530,T h o r e a u,{SPACE},5544,2,1097,thoreau{SPACE},3529,1,0,U,2642,2942
15,1,74,m e n t i o n,mention{SPACE},1187,t i c,tic{SPACE},4943,1,1034,tic{SPACE},959,1,1,U,2651,1048
15,1,61,T y l e r,tyler{SPACE},1344,t s u n a m i,tsunami{SPACE},6453,1,911,tsunami{SPACE},2360,1,1,U,1034,1809
15,1,67,p e r j u r y,perjury{SPACE},1422,T u r i n g ,{SPACE},3023,4,941,turing{SPACE},2001,1,0,U,2695,1550
15,1,24,v e r b o s e,verbose{SPACE},1501,W a t s o n ,{SPACE},2524,2,815,watson{SPACE},1080,1,0,U,3211,2656
15,1,49,G a n d h i ,gandhi{SPACE},2735,W a y n e,{SPACE},3432,4,1765,wayne{SPACE},1845,1,0,U,3962,1055
15,1,40,s p a r s e ,sparse{SPACE},3342,Y e l l o w s t o n e,grand{SPACE},7389,4,4335,yellowstone{SPACE},2080,1,0,U,2330,1582
16,1,13,C o n g r e s s ,{SHIFT}Congress{SPACE},3639,a b d i c a t e ,,0,2,2265,abdicate{SPACE},2116,1,0,U,2222,2801
16,1,62,C o b a i n ,cobain{SPACE},1234,a b o r i g i n e,{SPACE},5653,2,670,aboriginal{SPACE},3686,1,0,U,2783,2188
16,1,50,c o n v e n i e n t ,convenient{SPACE},1912,a b s t a i n,restra,9842,3,4709,abstain{SPACE},1861,1,0,U,2388,1636
16,1,10,d a w n ,dawn{SPACE},1063,a d v o c a t e ,,0,3,5283,advocate{SPACE},2165,1,0,U,1340,1453
16,1,30,d i f f i c u l t,difficult{SPACE},1876,A l c o t t ,{SPACE},1665,2,918,alcott{SPACE},1935,1,0,U,1185,3712
16,1,44,d e p t h,depth{SPACE},1030,a n a c h r o n i s m,relic{SPACE},7759,1,2831,anachronism{SPACE},3958,1,0,U,1072,4717
16,1,14,i n t e r f e r e,interfere{SPACE},2411,a n a g r a m,0{SPACE},9604,2,2549,anagram{SPACE},1597,1,0,U,1875,2146
16,1,19,J a c k s o n,jackson{SPACE},1100,A n d e s,andes{SPACE},4227,1,1023,andes{SPACE},1627,1,1,U,1310,1309
16,1,61,l i t i g a t e ,litigate{SPACE},1896,A u r o r a ,aurora{SPACE},4612,1,627,aurora{SPACE},1559,1,1,U,2640,972
16,1,52,l a c o n i c,laconic{SPACE},2223,B a n g k o k,{SPACE},8110,2,1075,bangkok{SPACE},1771,1,0,U,2179,542
16,1,4,M e n d e l ,{SHIFT}Mendel{SPACE},2636,b a r t e r ,,0,2,3568,barter{SPACE},2050,1,0,U,4357,2266
16,1,46,m i n i m u m,minimum{SPACE},1846,B e c k h a m,{SPACE},3123,2,870,beckam{SPACE},2537,1,0,U,2836,1257
16,1,23,T o r o n t o,toronto{SPACE},3103,b i n o m i a l ,{SPACE},9089,3,2323,binomial{SPACE},2682,1,0,U,1980,2456
16,1,21,r e m e d y ,remedy{SPACE},1470,c a r c a s s,carcass{SPACE},6344,1,1241,carcass{SPACE},1476,1,1,U,1910,1136
16,1,54,i d e a l,ideal{SPACE},985,C a r r o l l,{SPACE},4324,4,1132,carroll{SPACE},1482,1,0,U,1074,1159
16,1,73,m a r r i a g e ,marriage{SPACE},1584,c h a m e l e o n,chameleon{SPACE},5191,1,593,chameleon{SPACE},2712,1,1,U,1731,1406
16,1,9,a d v a n c e d ,advanced{SPACE},1947,C h u r c h i l l,{SHIFT}Churchill{SPACE},7685,3,3193,{SHIFT}Churchill{SPACE},2691,1,1,U,1760,1467
16,1,25,f o r e c a s t ,forecast{SPACE},2723,C l e m e n s,,0,3,1908,{SPACE},333,1,0,U,1554,2360
16,1,67,p a r a l l e l ,parallel{SPACE},1382,c o n g r u e n t,{SPACE},6820,2,1014,congruent{SPACE},1488,1,0,R,1970,1348
